p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
KYNU	5.01404213578848e-133	0.817560470771312	0.709	0.067	6.62756089508521e-129	KYNU
AIF1	4.05658568385094e-132	1.38825458959243	0.976	0.207	5.36199495691418e-128	AIF1
SAT1	9.20946715134228e-129	1.22546697633524	0.995	0.699	1.21730736806442e-124	SAT1
CXCL3	3.70432700143386e-127	1.89147388448523	0.718	0.086	4.89637943049528e-123	CXCL3
LTA4H	8.56327444079379e-123	0.717205119591779	0.655	0.171	1.13189361558412e-118	LTA4H
PLAUR	1.02374193796821e-119	1.18118545924589	0.869	0.205	1.35318209360638e-115	PLAUR
SLC11A1	1.17104314444312e-115	0.703167844746061	0.655	0.057	1.54788482832491e-111	SLC11A1
AP1S2	3.4787699518521e-115	0.922100733911297	0.782	0.261	4.5982381223581e-111	AP1S2
H3F3A	4.31820230545982e-115	0.784439622798649	1	0.951	5.70779980735679e-111	H3F3A
FPR2	1.49049940544342e-110	0.469840496461755	0.403	0.006	1.97014211411511e-106	FPR2
CD52	2.73541127018176e-109	1.47739316708135	0.806	0.155	3.61566661692625e-105	CD52
RGS2	9.28655398898196e-107	1.16205872384385	0.903	0.263	1.22749670626363e-102	RGS2
CD14	3.53111753123255e-106	1.0597122705354	0.961	0.255	4.66743115278318e-102	CD14
TSPO	1.94864671458391e-105	0.804649866035645	0.932	0.599	2.57572122733702e-101	TSPO
OAZ1	5.76389179088964e-105	0.741098370412654	1	0.957	7.61871216919792e-101	OAZ1
CD55	8.30707700387253e-105	0.891994599103604	0.825	0.302	1.09802943837187e-100	CD55
MCEMP1	7.94598468884821e-104	0.488663263623975	0.345	0.003	1.05030025617196e-99	MCEMP1
CLEC12A	6.81995852772795e-101	0.582610202132939	0.461	0.026	9.01462118195081e-97	CLEC12A
CYBA	5.82303499500539e-99	1.02512775157673	1	0.622	7.69688765639813e-95	CYBA
IER3	8.8550918987563e-99	1.11229635607896	0.845	0.276	1.17046604717761e-94	IER3
MT-CO2	1.26296443528409e-96	0.856594379766065	1	0.987	1.66938639055851e-92	MT-CO2
ITGB2	1.59125551346553e-95	0.919372607179155	0.879	0.205	2.10332153769874e-91	ITGB2
FGR	3.64414867883438e-95	0.623310690835305	0.621	0.077	4.81683572368329e-91	FGR
IL1B	6.59869519721587e-95	1.2387595416511	0.665	0.083	8.72215531167994e-91	IL1B
SPI1	1.15329004041151e-92	0.806466228252377	0.82	0.163	1.52441877541593e-88	SPI1
NFKBIA	6.8193483860964e-89	1.09670780505425	0.84	0.611	9.01381469674222e-85	NFKBIA
MT-CO1	1.22356781262009e-88	0.886973615974803	1	0.992	1.61731193472124e-84	MT-CO1
PFDN5	3.21732990086873e-88	0.669579807545075	1	0.945	4.25266666296828e-84	PFDN5
LAPTM5	8.87291024970195e-88	0.93508673604831	0.956	0.318	1.1728212768056e-83	LAPTM5
NUP214	2.3014382031407e-87	0.618055940583938	0.602	0.096	3.04204101691138e-83	NUP214
HCST	7.07171777809547e-86	0.80531342426325	0.893	0.238	9.3473965590866e-82	HCST
CLEC4E	9.9266155302345e-84	0.622886271104222	0.549	0.055	1.3121000407864e-79	CLEC4E
ARPC3	1.24757490371171e-83	0.750847819170863	0.961	0.681	1.64904450772614e-79	ARPC3
CYBB	7.01246891402113e-82	0.665641064636143	0.704	0.118	9.26908141055314e-78	CYBB
GMFG	9.37347441039276e-81	0.805876893143737	0.879	0.325	1.23898584756572e-76	GMFG
G0S2	3.19561485121978e-80	1.4386756688533	0.495	0.078	4.2239637103423e-76	G0S2
GSTO1	5.13897656579304e-79	0.682390555962025	0.82	0.444	6.79269922466524e-75	GSTO1
IFI30	1.13713595055111e-78	0.692377875781163	0.602	0.087	1.50306629943846e-74	IFI30
S100A4	5.16383151632806e-78	0.976459947709431	0.995	0.757	6.82555249828243e-74	S100A4
TREM1	1.80888205325608e-77	0.481419816188539	0.471	0.036	2.39098029799388e-73	TREM1
LCP1	4.24919474212967e-77	0.738538455785045	0.762	0.179	5.61658561014699e-73	LCP1
NAMPT	4.59860618592708e-77	0.858507019969366	0.917	0.417	6.07843765655842e-73	NAMPT
CORO1A	2.38073009530795e-76	0.849714810877217	0.854	0.251	3.14684903997805e-72	CORO1A
RPS9	5.25421812958728e-74	0.569891040545792	1	0.998	6.94502552368847e-70	RPS9
NEAT1	5.33223793787994e-74	0.810973443438315	0.99	0.814	7.04815210628971e-70	NEAT1
GK	5.91772388262273e-73	0.581190803165374	0.495	0.066	7.82204742805072e-69	GK
EMP3	3.76143218494405e-72	0.836140195610467	0.922	0.533	4.97186106205904e-68	EMP3
CD68	1.48791964270163e-71	0.678498695697505	0.835	0.234	1.96673218372301e-67	CD68
GLIPR2	2.00249263578774e-71	0.636399143314861	0.66	0.172	2.64689476598424e-67	GLIPR2
IGFBP7	4.49601650721406e-71	-2.34609389077683	0.519	0.881	5.94283461923555e-67	IGFBP7
SLA	7.27473553299357e-71	0.639293475196398	0.66	0.124	9.6157454275109e-67	SLA
ARRB2	8.58694927443808e-70	0.663515827805074	0.748	0.177	1.13502295509522e-65	ARRB2
NCF2	1.97086555867834e-69	0.511304466430626	0.568	0.08	2.60509009546103e-65	NCF2
AREG	1.99727912349834e-69	1.2362592973758	0.592	0.098	2.6400035454401e-65	AREG
PPP1R15A	5.8491521649609e-68	0.823110581174755	0.84	0.414	7.73140933164532e-64	PPP1R15A
C5AR1	1.15660024184327e-67	0.626485890268775	0.636	0.114	1.52879419966843e-63	C5AR1
GCA	1.89141061297781e-67	0.604094323907963	0.631	0.175	2.50006654823407e-63	GCA
ACTB	2.02420717091128e-67	0.746310942368256	1	1	2.67559703851053e-63	ACTB
VAMP8	1.29461523347495e-66	0.746358777745811	0.83	0.253	1.71122241560718e-62	VAMP8
SELM	2.65607695445186e-66	-1.05288162461014	0.17	0.722	3.51080251839447e-62	SELM
ATP6V0B	7.73910516975749e-66	0.654690970205226	0.908	0.451	1.02295492133854e-61	ATP6V0B
CD86	9.05191891888581e-66	0.638848561242637	0.607	0.108	1.19648264269833e-61	CD86
TNFAIP3	1.27918597113814e-65	0.687526297406589	0.626	0.126	1.69082801665039e-61	TNFAIP3
PHACTR1	3.55069610781145e-64	0.748665381842697	0.583	0.114	4.69331011530517e-60	PHACTR1
SAMSN1	1.22325579679789e-62	0.682011285307161	0.66	0.151	1.61689951220745e-58	SAMSN1
MT-CO3	4.15291025658773e-62	0.638251420766412	1	0.99	5.48931677715767e-58	MT-CO3
TIMP1	6.01720681937643e-62	0.886153107232507	0.995	0.875	7.95354397385177e-58	TIMP1
TKT	1.35210611210057e-61	0.574598640895956	0.68	0.309	1.78721385897453e-57	TKT
SPARCL1	5.5367438696646e-61	-1.56046580198673	0.277	0.751	7.31846804692267e-57	SPARCL1
GPX1	3.62597354720186e-59	0.736545242868227	0.956	0.609	4.79281183469142e-55	GPX1
HSPB1	1.28544691685575e-58	-1.39772699239425	0.427	0.849	1.69910373469993e-54	HSPB1
MAFB	2.42227099426603e-58	0.696263792187315	0.782	0.245	3.20175780022084e-54	MAFB
CSF3R	4.87421099999011e-58	0.348625116141238	0.359	0.028	6.44273209978692e-54	CSF3R
SOD2	5.08519779957077e-58	0.829360060834225	0.825	0.341	6.72161445147264e-54	SOD2
IL1RN	5.83089076563252e-58	0.505619123042763	0.34	0.024	7.70727141401307e-54	IL1RN
LY86	6.28240828288626e-58	0.442687711703184	0.602	0.123	8.30408726831905e-54	LY86
TNFSF13B	8.08723796934436e-58	0.659268717173884	0.665	0.17	1.06897111478794e-53	TNFSF13B
LGALS2	1.83608056548184e-55	0.444561909222213	0.301	0.016	2.42693129145389e-51	LGALS2
SERPING1	2.24340879863805e-55	-1.23586145974191	0.17	0.675	2.96533775003978e-51	SERPING1
CLIC1	2.22683758254953e-54	0.563712750895954	0.981	0.836	2.94343391661397e-50	CLIC1
ZEB2	3.79724775030185e-54	0.517173457819579	0.65	0.185	5.01920207634899e-50	ZEB2
PFN1	1.4176566698795e-53	0.61079651655863	0.995	0.945	1.87385858624673e-49	PFN1
PEBP1	8.04166447017208e-53	-0.748381377006543	0.194	0.691	1.06294720966735e-48	PEBP1
RETN	2.11752545666392e-52	0.413846454011986	0.233	0.007	2.79894514861837e-48	RETN
S100A11	2.57835080938956e-52	0.618637972758484	1	0.912	3.40806409985112e-48	S100A11
RGS18	4.22643782429833e-52	0.317664996257846	0.354	0.031	5.58650551615753e-48	RGS18
ASGR1	1.74865440295499e-51	0.315265878479775	0.316	0.025	2.3113713898259e-47	ASGR1
PTRF	6.03103552358317e-51	-0.834123779502373	0.068	0.559	7.97182275507224e-47	PTRF
PILRA	7.90855268190447e-51	0.437967181060806	0.534	0.102	1.04535249349413e-46	PILRA
FAM49B	1.36666792400507e-50	0.469752356566055	0.709	0.212	1.8064616619499e-46	FAM49B
DSTN	1.52288873304057e-50	-1.40576765782457	0.379	0.807	2.01295432733302e-46	DSTN
CNN3	5.33339295733425e-50	-0.921053772972121	0.073	0.558	7.04967881100441e-46	CNN3
PGD	6.09329141617396e-49	0.412894128764252	0.427	0.118	8.05411259389874e-45	PGD
SEPP1	2.61482961261683e-48	-1.30459404816349	0.112	0.599	3.45628178195692e-44	SEPP1
FBP1	6.33191856983649e-48	0.415483342549736	0.374	0.051	8.36952996560988e-44	FBP1
WAS	6.85128348465443e-48	0.375111498565539	0.529	0.108	9.05602651001622e-44	WAS
STK17B	8.87709009155476e-48	0.484160205772234	0.68	0.2	1.17337376830171e-43	STK17B
FOS	9.95632469809131e-48	0.657765257399713	0.99	0.744	1.31602699859371e-43	FOS
CD48	1.38206637346794e-47	0.428416910149955	0.539	0.115	1.82681533244993e-43	CD48
PLIN2	1.52096012726021e-47	0.743527302410742	0.767	0.304	2.01040509621255e-43	PLIN2
SERPINB2	2.33144560098394e-47	0.305010484233583	0.16	0.002	3.08170479538057e-43	SERPINB2
PTPRE	2.33658914588184e-47	0.488620336019706	0.587	0.141	3.08850353302662e-43	PTPRE
PTPRC	1.54961615104254e-46	0.495226411470445	0.694	0.216	2.04828262844803e-42	PTPRC
HIF1A	1.76367661016532e-46	0.598324956822881	0.714	0.33	2.33122774331652e-42	HIF1A
A2M	3.27807169745141e-46	-0.825236872584796	0.087	0.56	4.33295516969127e-42	A2M
PLA2G7	3.57939565072783e-46	0.261114170053191	0.267	0.016	4.73124517113205e-42	PLA2G7
MS4A4A	1.35301993401681e-45	0.311150038402658	0.529	0.135	1.78842174878342e-41	MS4A4A
MXD1	1.77374871134213e-45	0.35271686094771	0.374	0.049	2.34454104665202e-41	MXD1
CKLF	2.24152555180756e-45	0.57543570926241	0.728	0.266	2.96284847437923e-41	CKLF
SPARC	2.50632029122979e-45	-0.982948905786148	0.063	0.509	3.31285416094754e-41	SPARC
GSN	6.3293837892427e-45	-2.09559509560099	0.655	0.906	8.366179492621e-41	GSN
CALD1	7.26385057911593e-45	-1.27863474489971	0.141	0.602	9.60135769547544e-41	CALD1
CD36	8.63496341938577e-45	0.402030396136827	0.481	0.099	1.14136946477441e-40	CD36
MCL1	2.00748493765019e-44	0.593852040107213	0.854	0.516	2.65349359058603e-40	MCL1
TIMP3	3.03334814636197e-44	-1.3029968882796	0.102	0.544	4.00947957986125e-40	TIMP3
ARPC1B	3.24352234790164e-44	0.532985865462867	0.917	0.627	4.28728783945639e-40	ARPC1B
UBA52	3.40032193195229e-44	0.441088097571949	1	0.99	4.49454552965454e-40	UBA52
CTSB	4.54239122822275e-44	0.605290756380616	0.869	0.426	6.00413272546484e-40	CTSB
PKM	8.39500380319782e-44	0.519994730960275	0.932	0.654	1.10965160270669e-39	PKM
PYCARD	9.22462902378692e-44	0.488095636324335	0.636	0.188	1.21931146436415e-39	PYCARD
IGFBP4	1.83886584401417e-43	-1.30655341583728	0.107	0.544	2.43061287261794e-39	IGFBP4
ATP5E	3.7593435553947e-43	0.470858340857232	1	0.953	4.96910031152071e-39	ATP5E
CDC42	4.91560623465656e-43	0.538650350736974	0.893	0.673	6.49744832096904e-39	CDC42
PTMS	4.97084653359918e-43	-0.657291494189979	0.126	0.573	6.5704649481114e-39	PTMS
MGP	6.1476479268544e-43	-2.34716742744661	0.621	0.895	8.12596102971615e-39	MGP
RNASE6	8.03649864067142e-43	0.438741160657195	0.568	0.148	1.06226439032395e-38	RNASE6
RNF149	8.73234507881751e-43	0.542151896227865	0.65	0.239	1.1542413725181e-38	RNF149
HCLS1	1.27266932600158e-42	0.481241942498708	0.66	0.207	1.68221431510888e-38	HCLS1
THEMIS2	1.40055875779275e-42	0.493599779926956	0.583	0.154	1.85125856605045e-38	THEMIS2
CCL4	1.52471425856121e-42	1.01458834127561	0.573	0.159	2.0153673069662e-38	CCL4
CRIP2	3.7952416840633e-42	-0.874915542640403	0.063	0.486	5.01655045799487e-38	CRIP2
CD9	4.48254366399866e-42	-0.890030453996138	0.214	0.666	5.92502621507343e-38	CD9
COX4I1	8.36748034702201e-42	0.44789517935758	0.981	0.912	1.10601355226937e-37	COX4I1
NNMT	1.0168778800205e-41	-1.16531147292904	0.15	0.578	1.3441091818111e-37	NNMT
SLC36A4	1.18319738561e-41	0.334635086668861	0.393	0.075	1.5639503042993e-37	SLC36A4
UPP1	1.54533733122223e-41	0.462023660231573	0.549	0.16	2.04262688440954e-37	UPP1
RPS24	2.09504709015409e-41	0.445427018191259	1	0.995	2.76923324376568e-37	RPS24
HCK	2.41119876218761e-41	0.44169880715387	0.481	0.101	3.18712252385959e-37	HCK
HBEGF	1.26478492069522e-40	0.519318925688891	0.466	0.099	1.67179270817494e-36	HBEGF
EVI2A	1.49749869843987e-40	0.441900788888315	0.544	0.139	1.97939377959782e-36	EVI2A
CCR1	2.19787469576779e-40	0.3181448124429	0.35	0.047	2.90515077286586e-36	CCR1
CD37	3.04091296705277e-40	0.341430939262382	0.65	0.224	4.01947875985035e-36	CD37
RPL28	4.00530960201457e-40	0.465845157991815	1	0.992	5.29421823194286e-36	RPL28
AOAH	4.08775807720738e-40	0.349780238293992	0.374	0.056	5.40319862645271e-36	AOAH
PLAC8	1.94334369553271e-39	0.592496498663688	0.291	0.047	2.56871169675514e-35	PLAC8
CD44	2.03211519180934e-39	0.516545310509569	0.811	0.386	2.68604986053359e-35	CD44
PSAP	2.75527245983257e-39	0.542243165495061	0.99	0.912	3.64191913740669e-35	PSAP
PTGS2	4.91262626646841e-39	0.445802888855143	0.325	0.046	6.49350939901794e-35	PTGS2
ATP2B1	4.9969227181304e-39	0.447709244345125	0.524	0.19	6.60493244882476e-35	ATP2B1
CAV1	1.3578065672895e-38	-0.837028977135206	0.034	0.43	1.79474872064326e-34	CAV1
ID3	2.53937413854465e-38	-1.10281332208698	0.15	0.566	3.35654473632832e-34	ID3
BGN	3.04739859805193e-38	-1.36332224505353	0.053	0.454	4.02805146690504e-34	BGN
CPE	4.60218734529523e-38	-0.896827938209331	0.039	0.429	6.08317123301123e-34	CPE
CXCL1	6.41150461618831e-38	0.564107079894039	0.286	0.029	8.47472680167771e-34	CXCL1
MPEG1	6.70279009723385e-38	0.361670769031027	0.408	0.074	8.8597479505237e-34	MPEG1
TBXAS1	9.49847207292317e-38	0.37719479979569	0.485	0.114	1.25550803859898e-33	TBXAS1
PARVG	1.38102844262247e-37	0.331773116092364	0.403	0.074	1.82544339545838e-33	PARVG
BLVRB	2.05595862917696e-37	0.563275479014513	0.733	0.367	2.71756611604611e-33	BLVRB
ARPC5	2.66026342286187e-37	0.495148581169944	0.859	0.582	3.51633619233882e-33	ARPC5
GAPDH	2.7315729168876e-37	0.48332805883389	1	0.985	3.61059308154203e-33	GAPDH
CD53	3.02981336650268e-37	0.477196550266681	0.65	0.223	4.00480730784324e-33	CD53
GPR183	3.21337948219684e-37	0.659459599368337	0.524	0.146	4.24744499956778e-33	GPR183
CD163	3.75535041617023e-37	0.399586193466339	0.495	0.131	4.96382218009381e-33	CD163
EID1	7.13160954408599e-37	-0.634690901581343	0.442	0.784	9.42656149537286e-33	EID1
EMP2	1.06560536060565e-36	-0.463355107958031	0.015	0.378	1.40851716564855e-32	EMP2
ABRACL	1.22504388467777e-36	0.399061032943217	0.5	0.145	1.61926300676708e-32	ABRACL
CLU	1.69922760387538e-36	-1.46130019111462	0.354	0.72	2.24603904680247e-32	CLU
GAS6	2.63803077520557e-36	-0.922132854934342	0.092	0.495	3.48694907866672e-32	GAS6
ASAH1	3.01619982529485e-36	0.538347039640458	0.786	0.404	3.98681292907473e-32	ASAH1
CD83	3.32721565155606e-36	0.442175839807213	0.495	0.125	4.39791364822681e-32	CD83
NUPR1	4.46820195037392e-36	-0.766050543087669	0.092	0.489	5.90606933800425e-32	NUPR1
MT-ATP6	4.78758851610828e-36	0.498513624898327	1	0.98	6.32823450059192e-32	MT-ATP6
ANXA1	4.85173305786063e-36	0.545596474951596	0.951	0.768	6.41302075588018e-32	ANXA1
COL6A2	5.22945554077727e-36	-0.961107959174573	0.078	0.465	6.91229433379939e-32	COL6A2
TCIRG1	8.1249106824723e-36	0.366343289394534	0.495	0.142	1.07395069400919e-31	TCIRG1
GPSM3	1.66201668031165e-35	0.475969140976805	0.631	0.22	2.19685364803594e-31	GPSM3
FHL1	1.87611785888158e-35	-0.909496045414347	0.058	0.439	2.47985258586967e-31	FHL1
SERF2	2.20183896694439e-35	0.40257667232147	1	0.992	2.9103907465071e-31	SERF2
MYL9	3.26140312819428e-35	-1.79432733564275	0.257	0.649	4.31092265484721e-31	MYL9
SOD3	3.37830293368475e-35	-1.0441389386002	0.063	0.441	4.46544081774451e-31	SOD3
GLIPR1	4.25009821720358e-35	0.456846545387992	0.65	0.272	5.61777982349969e-31	GLIPR1
TAGLN	4.84467516830201e-35	-2.11904635076118	0.451	0.758	6.40369163746159e-31	TAGLN
SLC7A7	8.43074703864641e-35	0.361912388381746	0.413	0.091	1.11437614356828e-30	SLC7A7
PLEK	8.62123242118376e-35	0.365570296535958	0.422	0.09	1.13955450143207e-30	PLEK
LHFP	9.44822235129701e-35	-0.572806867885124	0.024	0.379	1.24886603039444e-30	LHFP
TPM1	2.74335013880129e-34	-1.06039575688506	0.087	0.471	3.62616021346754e-30	TPM1
PLS3	4.1415335245899e-34	-0.618418593632912	0.019	0.367	5.47427901280293e-30	PLS3
FYB	4.33662498112096e-34	0.37675284339486	0.461	0.112	5.73215090004568e-30	FYB
RPL39	4.79092812974609e-34	0.414814823108522	1	0.996	6.33264880189838e-30	RPL39
MFAP4	4.91227556215531e-34	-1.20203275562118	0.068	0.429	6.49304583805689e-30	MFAP4
TALDO1	1.09858165448061e-33	0.436922854005924	0.689	0.375	1.45210523089246e-29	TALDO1
SELL	1.61175092829161e-33	0.430096253265231	0.316	0.049	2.13041237701584e-29	SELL
MYO1F	1.96063426204063e-33	0.35648080905034	0.447	0.107	2.5915663675653e-29	MYO1F
COX6B1	2.67676264307421e-33	0.407375400920576	0.932	0.746	3.53814486161549e-29	COX6B1
LGALS9	4.48461132828801e-33	0.364868086038191	0.466	0.12	5.92775925373109e-29	LGALS9
LRRC25	4.60117436313423e-33	0.296495952817648	0.374	0.072	6.08183227319083e-29	LRRC25
UCP2	5.8488843006376e-33	0.472765572665029	0.573	0.19	7.73105526858278e-29	UCP2
MT-ND4	1.05955933700541e-32	0.443839150649723	1	0.995	1.40052553165375e-28	MT-ND4
CFL1	1.29516898084267e-32	0.398766183358019	1	0.964	1.71195435887784e-28	CFL1
CXCL16	1.43992024260321e-32	0.280759877522419	0.524	0.174	1.90328657667293e-28	CXCL16
ADM	1.74504833326733e-32	0.365759122402758	0.427	0.099	2.30660488691275e-28	ADM
SOD1	3.22604003071581e-32	-0.559040483332893	0.335	0.7	4.26417971260015e-28	SOD1
NFIB	4.22682875528287e-32	-0.480099882412368	0.019	0.351	5.5870222487329e-28	NFIB
LAMTOR4	5.09287954019262e-32	0.43346020503557	0.777	0.521	6.7317681762266e-28	LAMTOR4
SBDS	5.82707953643961e-32	-0.55873071976194	0.155	0.545	7.70223373126588e-28	SBDS
QPCT	9.83635897818711e-32	0.260674801744064	0.277	0.036	1.30016992973677e-27	QPCT
PRELID1	1.09106774891071e-31	0.421876252729048	0.733	0.475	1.44217335051018e-27	PRELID1
PDLIM1	1.09139930710451e-31	-0.731307128185357	0.058	0.409	1.44261160413074e-27	PDLIM1
FERMT3	1.36321137040518e-31	0.35299781506975	0.515	0.153	1.80189278940156e-27	FERMT3
CSF1R	1.8145708433213e-31	0.286605725282856	0.466	0.143	2.3984997407021e-27	CSF1R
TMSB10	1.97640101268576e-31	0.432292213790197	1	0.987	2.61240685856804e-27	TMSB10
GNG11	2.51891100917565e-31	-0.607400035357468	0.044	0.389	3.32949657192837e-27	GNG11
NGFRAP1	3.16144235959239e-31	-0.502094496471969	0.049	0.393	4.17879451090922e-27	NGFRAP1
NPL	3.44218730259964e-31	0.287750109061057	0.306	0.048	4.54988317657621e-27	NPL
DAZAP2	3.86210320764794e-31	0.412822847681868	0.748	0.399	5.10492801986904e-27	DAZAP2
NPC2	3.97347173249411e-31	0.497990852065834	0.927	0.718	5.25213493601071e-27	NPC2
AP2S1	4.43493009860672e-31	0.459293001780218	0.757	0.415	5.86209060433836e-27	AP2S1
MFGE8	5.3505554343785e-31	-1.18714115817817	0.117	0.483	7.0723641731615e-27	MFGE8
MGST3	7.77649152277819e-31	-0.612406967616345	0.306	0.681	1.02789664948082e-26	MGST3
ATP5G2	9.36509147656391e-31	0.408805102699417	0.927	0.775	1.23787779137222e-26	ATP5G2
ITM2A	9.40702373435684e-31	-0.755999560150347	0.034	0.368	1.24342039720729e-26	ITM2A
NBL1	1.04046291367598e-30	-0.446941155118124	0.019	0.343	1.37528387929691e-26	NBL1
PRELP	1.08677185140565e-30	-1.06421179891292	0.049	0.385	1.43649503318798e-26	PRELP
TINAGL1	1.16401708700966e-30	-0.795944356213078	0.029	0.36	1.53859778560937e-26	TINAGL1
TPM2	1.24253335697844e-30	-1.50398537505908	0.131	0.502	1.64238059125411e-26	TPM2
FXYD1	1.65821246957397e-30	-0.681244271703062	0.053	0.394	2.19182524228287e-26	FXYD1
EFHD2	2.15168697533336e-30	0.359973054749854	0.417	0.116	2.84409984399564e-26	EFHD2
LAMTOR1	2.25391824848167e-30	0.396705271445546	0.699	0.443	2.97922914084307e-26	LAMTOR1
LTBP4	2.3679892905708e-30	-0.686644383009438	0.068	0.401	3.13000824427648e-26	LTBP4
PLSCR1	4.35382063956924e-30	0.433993775180336	0.718	0.338	5.75488012138262e-26	PLSCR1
FGL2	6.23657111740185e-30	0.337555902425482	0.558	0.192	8.24349970298176e-26	FGL2
CFH	8.20354984005076e-30	-1.11489379694675	0.073	0.413	1.08434521785791e-25	CFH
GRN	9.80025922015354e-30	0.496152467499807	0.786	0.45	1.29539826371989e-25	GRN
H2AFY	1.68105972157035e-29	0.418238324482004	0.641	0.31	2.22202473997169e-25	H2AFY
HN1	1.74815734919145e-29	0.384790865789104	0.505	0.166	2.31071438416126e-25	HN1
MPHOSPH6	1.76010449040945e-29	0.316504738781456	0.379	0.116	2.32650611542321e-25	MPHOSPH6
LMNA	3.96662489880333e-29	-0.524750035376467	0.335	0.717	5.24308479123824e-25	LMNA
AEBP1	4.79079217210312e-29	-0.915486854109107	0.053	0.388	6.3324690930859e-25	AEBP1
AGTRAP	6.97999293932527e-29	0.331562257422598	0.417	0.173	9.22615466720014e-25	AGTRAP
CXCL12	7.94342487195206e-29	-0.736953845904685	0.039	0.361	1.04996189957462e-24	CXCL12
COX7A1	1.18732727700409e-28	-0.485201897494941	0.049	0.379	1.56940919474401e-24	COX7A1
S100A13	1.20513224831866e-28	-0.509596309009162	0.049	0.375	1.5929438058276e-24	S100A13
IGSF6	1.2785341851961e-28	0.287758177589411	0.354	0.077	1.6899664859922e-24	IGSF6
ATP6V0D1	1.55307680375016e-28	0.37717651953098	0.558	0.258	2.05285691919697e-24	ATP6V0D1
TGFBI	1.83654915225898e-28	0.440195042142934	0.617	0.241	2.42755066945592e-24	TGFBI
PPT1	1.9558191542665e-28	0.432497259077588	0.748	0.384	2.58520175810946e-24	PPT1
LSP1	2.03843358991599e-28	0.397543750292896	0.646	0.265	2.69440151915096e-24	LSP1
DOK2	3.36925533089264e-28	0.356519162997066	0.403	0.101	4.4534816963739e-24	DOK2
ARL2	3.48456523125944e-28	-0.424794134512305	0.087	0.434	4.60589832267873e-24	ARL2
NOP10	3.74626104678497e-28	0.434033547520451	0.767	0.48	4.95180785164037e-24	NOP10
COL1A2	5.11042883400323e-28	-0.941605989678098	0.053	0.368	6.75496483278547e-24	COL1A2
CRYAB	5.36149176469611e-28	-0.925156782322863	0.063	0.38	7.08681981457532e-24	CRYAB
PRR13	5.93511988670254e-28	0.40655371777916	0.694	0.419	7.84504146624341e-24	PRR13
CEBPB	8.39990337216791e-28	0.508782003759107	0.82	0.504	1.11029922773315e-23	CEBPB
CYB5R3	8.46107751160613e-28	-0.544166916332954	0.165	0.501	1.1183852254841e-23	CYB5R3
TFPI	8.84253649764507e-28	-0.51876837819399	0.039	0.359	1.16880647425873e-23	TFPI
HSP90AB1	1.07196815977325e-27	-0.499993531289291	0.762	0.904	1.41692751358829e-23	HSP90AB1
ARPC4	1.09742498702009e-27	0.416664010310026	0.689	0.406	1.45057634784316e-23	ARPC4
TSC22D1	1.14001873372359e-27	-0.763713011202422	0.078	0.41	1.50687676223584e-23	TSC22D1
CD151	1.84236617084611e-27	-0.689157434600675	0.272	0.613	2.43523960462439e-23	CD151
RHOC	1.88637284291519e-27	-0.545272713224662	0.267	0.626	2.4934076237653e-23	RHOC
SAMHD1	4.57267321393508e-27	0.365278214867848	0.655	0.283	6.04415945417939e-23	SAMHD1
PPIC	4.89034127721875e-27	-0.348950548769946	0.01	0.289	6.46405310022774e-23	PPIC
COL6A1	7.07180260337356e-27	-0.605430123704134	0.063	0.383	9.34750868113917e-23	COL6A1
