p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
MEG3	4.01441792767283e-100	0.64232686007327	0.73	0.135	5.30625761679795e-96	MEG3
RBMS3	6.02798750429276e-94	0.699854203771792	0.664	0.196	7.96779388317416e-90	RBMS3
CTGF	4.16149871129954e-93	1.10190269029028	0.965	0.482	5.50066899659574e-89	CTGF
MMP2	4.60281330460251e-93	1.04625499990812	0.815	0.238	6.0839986260236e-89	MMP2
LTBP2	2.12246364571099e-90	0.738592968040816	0.664	0.121	2.80547244690079e-86	LTBP2
MGP	6.91608339262241e-90	0.86339619182778	1	0.888	9.1416790283683e-86	MGP
FSTL1	8.7697563703545e-90	0.938334037007267	0.846	0.309	1.15918639703346e-85	FSTL1
ECM1	1.1767546962564e-89	0.680224520079194	0.645	0.122	1.55543435751171e-85	ECM1
RCN3	1.61231280983449e-88	0.660017983639518	0.757	0.208	2.13115507203923e-84	RCN3
COMP	3.37237190903502e-85	1.91661815565767	0.309	0.028	4.45760118936249e-81	COMP
PMP22	4.07097791055733e-83	0.754827338061436	0.911	0.418	5.38101860217467e-79	PMP22
FN1	1.5175385573146e-82	0.690064672592368	0.888	0.311	2.00588246505844e-78	FN1
PCOLCE	1.15613147145598e-81	0.87210057575637	0.834	0.271	1.52817457897052e-77	PCOLCE
LTBP1	4.41332044644193e-80	0.649962946644913	0.776	0.214	5.83352696610694e-76	LTBP1
CYBRD1	1.15809046986276e-78	0.63923666652081	0.83	0.273	1.5307639830646e-74	CYBRD1
COL6A1	5.93468461630043e-77	0.694566130057896	0.9	0.365	7.8444661258259e-73	COL6A1
SERPINF1	3.2177707605343e-76	1.02404037383378	0.846	0.331	4.25324939127424e-72	SERPINF1
SDC2	5.69557692631988e-76	0.789989348804872	0.792	0.321	7.52841358120962e-72	SDC2
OGN	8.59797459343816e-76	0.674394804458651	0.784	0.23	1.13648028176066e-71	OGN
MXRA8	6.36536483638763e-73	0.607298570719924	0.753	0.224	8.41373924073717e-69	MXRA8
AEBP1	1.04880064431062e-71	0.725613880584367	0.9	0.37	1.38630469164978e-67	AEBP1
VCAN	1.72079030194008e-71	0.679824890639351	0.788	0.248	2.2745406211044e-67	VCAN
CRTAC1	4.88229886182014e-71	1.08930993093721	0.247	0.039	6.45342263555386e-67	CRTAC1
ANXA5	5.99473885281244e-71	0.61665334342777	0.931	0.68	7.92384581564748e-67	ANXA5
MFAP4	1.08673897199499e-70	0.732907214915284	0.934	0.412	1.43645157318298e-66	MFAP4
MFAP5	2.03964416225151e-69	0.884673855293961	0.645	0.15	2.69600165366405e-65	MFAP5
SERPING1	3.68700167347022e-69	0.735814580227458	0.977	0.659	4.87347881199293e-65	SERPING1
ARL6IP5	3.91862819706775e-69	0.589834966109562	0.942	0.596	5.17964275088415e-65	ARL6IP5
CST3	2.0019104629761e-68	0.702101619596874	1	0.954	2.64612524996181e-64	CST3
RPL27A	1.53790142519365e-67	-0.663171206575889	0.992	0.999	2.03279810382096e-63	RPL27A
FBLN5	2.9132752314678e-67	0.61735600500831	0.815	0.285	3.85076720095414e-63	FBLN5
SPARC	3.53992670284611e-67	0.834431849377918	0.907	0.492	4.67907511582198e-63	SPARC
MGST1	4.77723795176028e-67	0.324753061666645	0.649	0.193	6.31455312463674e-63	MGST1
S100A10	5.05238397862582e-67	0.72147394393314	0.985	0.752	6.67824114294761e-63	S100A10
COL1A1	8.67741877151688e-67	0.793509128477663	0.687	0.217	1.1469812132191e-62	COL1A1
MATN2	3.75288578699401e-66	0.48761742699009	0.61	0.138	4.96056443324868e-62	MATN2
FHL1	2.02422126026456e-65	0.780628184292121	0.892	0.422	2.67561566181769e-61	FHL1
ITGBL1	2.90324596261773e-65	0.473428466891093	0.537	0.1	3.83751051338811e-61	ITGBL1
S100A6	3.15295727310165e-65	0.72186527031999	1	0.972	4.16757892358576e-61	S100A6
PTN	3.358682460035e-65	0.540380427387868	0.633	0.156	4.43950647567427e-61	PTN
SCARA5	6.34196430991457e-65	0.410467871097144	0.529	0.103	8.38280842484507e-61	SCARA5
TIMP1	2.28362852077326e-64	0.773844596350267	1	0.875	3.01850017875809e-60	TIMP1
ISLR	9.77004643789088e-64	0.582548246620864	0.56	0.14	1.29140473816042e-59	ISLR
C1QTNF3	1.94896087182558e-63	0.755875917719376	0.309	0.022	2.57613648037905e-59	C1QTNF3
COL3A1	5.35952302411656e-63	0.760467102377495	0.614	0.162	7.08421753327727e-59	COL3A1
RPS7	3.39922013134164e-62	-0.623145182664655	0.992	0.993	4.49308916960738e-58	RPS7
CD9	4.58743071916481e-62	0.768550849995447	0.946	0.652	6.06366592459205e-58	CD9
SSPN	1.50246263577241e-61	0.554494322956322	0.691	0.237	1.98595511196397e-57	SSPN
DKK3	2.42135570706751e-61	0.678113203577207	0.73	0.233	3.20054797360183e-57	DKK3
GOLIM4	2.85332261648649e-61	0.574586342838745	0.668	0.246	3.77152183447185e-57	GOLIM4
GAP43	5.49946611068421e-61	0.475280871487533	0.313	0.025	7.26919430510239e-57	GAP43
GDF10	3.95420217467574e-60	0.371144486760452	0.34	0.034	5.22666443448639e-56	GDF10
CTSF	6.35585997649236e-60	0.573434989176719	0.749	0.285	8.4011757169276e-56	CTSF
COLGALT2	1.50908244601054e-59	0.299992037451754	0.282	0.018	1.99470517713673e-55	COLGALT2
CTSK	2.69308310239998e-59	0.411389546032005	0.533	0.11	3.5597172447523e-55	CTSK
RPS2	4.63447069929554e-59	-0.746905953064477	0.996	1	6.12584337032884e-55	RPS2
DPYSL3	5.11483143850956e-59	0.431725856354019	0.479	0.107	6.76078419542193e-55	DPYSL3
RPS19	4.2703741760935e-58	-0.740707249372858	0.992	0.999	5.64458058596039e-54	RPS19
EFEMP1	1.63743545490853e-57	0.572806134906724	0.83	0.338	2.16436218429809e-53	EFEMP1
ANXA2	2.30551321316715e-57	0.581802625434989	0.988	0.844	3.04742736516434e-53	ANXA2
RPL19	6.13638202296146e-57	-0.552926728711271	0.988	0.999	8.11106975795046e-53	RPL19
F2R	1.11311816939113e-56	0.451511533734714	0.463	0.088	1.4713195963012e-52	F2R
FGL2	1.45213082944406e-56	0.612067443599884	0.614	0.189	1.91942653035915e-52	FGL2
SERTAD4	1.96425313350084e-56	0.343234132216514	0.324	0.039	2.59634979186141e-52	SERTAD4
CD74	2.28730262436992e-56	-2.44700205716385	0.429	0.795	3.02335660889216e-52	CD74
RPS16	3.81505320820869e-56	-0.530078512676572	0.992	0.997	5.04273733061024e-52	RPS16
FMOD	1.32523637127439e-54	0.702340513146038	0.629	0.198	1.75169743555048e-50	FMOD
RPL18A	1.36023930687229e-54	-0.525886842375156	1	0.999	1.79796431582379e-50	RPL18A
NTN4	1.74320105608672e-54	0.49096396748105	0.579	0.155	2.30416315593542e-50	NTN4
RPL35	2.48620993627949e-54	-0.529728831328365	0.992	0.997	3.28627229377423e-50	RPL35
IGFBP7	3.09609834465048e-54	0.656392807678462	1	0.872	4.09242279195901e-50	IGFBP7
HTRA3	3.23782829952058e-54	0.380301096028797	0.529	0.128	4.2797614463063e-50	HTRA3
RPL28	3.59084551532798e-54	-0.695563837824038	0.985	0.993	4.74637960216052e-50	RPL28
PPIC	9.11722059370858e-54	0.511209209626597	0.695	0.275	1.2051142180764e-49	PPIC
RPS14	1.06716541736199e-53	-0.605480361858028	1	1	1.41057924866908e-49	RPS14
RPS28	2.05434819995925e-53	-0.673530372795374	0.992	1	2.71543745070613e-49	RPS28
RPL41	7.03732076230652e-53	-0.534784340923412	1	1	9.30193058361676e-49	RPL41
LOXL1	1.78071748380025e-52	0.534989382606467	0.525	0.134	2.35375237008717e-48	LOXL1
RPS29	1.93426859115857e-52	-0.838634183660822	0.988	0.996	2.5567162237934e-48	RPS29
CHPF	3.95894225242605e-52	0.502059925875264	0.618	0.192	5.23292986925676e-48	CHPF
CRABP2	9.09542130363356e-52	0.380961386502382	0.29	0.029	1.20223278791428e-47	CRABP2
RPS15	1.0667335279884e-51	-0.483586255874447	1	1	1.41000837729507e-47	RPS15
RPS18	1.28174041067824e-51	-0.70490380499183	1	0.999	1.6942044748345e-47	RPS18
RPS3	1.42624016037176e-51	-0.675590735329996	0.992	0.997	1.88520424397939e-47	RPS3
EMP1	2.35151862751809e-51	0.437649020742811	0.799	0.334	3.10823732185341e-47	EMP1
RPL23A	3.44851198566118e-51	-0.557510580867096	1	0.999	4.55824314264694e-47	RPL23A
SKIL	4.56495211993334e-51	0.502417451201234	0.637	0.25	6.03395371212789e-47	SKIL
ITM2B	1.15002328610322e-50	0.491345029593556	1	0.983	1.52010077957124e-46	ITM2B
CYR61	2.02530830788759e-50	0.637380374684198	0.903	0.466	2.67705252136581e-46	CYR61
KDELR3	2.04228295020811e-50	0.396622018524146	0.475	0.115	2.69948960358508e-46	KDELR3
PTGIS	1.12380442866311e-49	0.45183656576656	0.598	0.175	1.48544469380691e-45	PTGIS
CDH19	1.19977845104453e-49	0.460145224812572	0.486	0.111	1.58586715659066e-45	CDH19
RPL11	1.67696434041749e-49	-0.546752683313101	1	0.999	2.21661146516384e-45	RPL11
TNXB	3.52452943700294e-49	0.508394908983626	0.606	0.182	4.65872300983048e-45	TNXB
PI16	6.20195896585115e-49	0.868224623375533	0.51	0.126	8.19774936106205e-45	PI16
CPQ	6.25931549049452e-49	0.488460370209509	0.703	0.286	8.27356321533566e-45	CPQ
PDLIM3	8.79672288746576e-49	0.416648267768606	0.722	0.275	1.16275083126522e-44	PDLIM3
TMEM98	9.17965445610185e-49	0.36066170048921	0.579	0.165	1.21336672600754e-44	TMEM98
CALU	2.5601078419963e-48	0.471534801355752	0.749	0.335	3.38395054555071e-44	CALU
RPL26	2.86534328056274e-48	-0.601512593974797	0.988	0.999	3.78741074824782e-44	RPL26
NBL1	3.78392983763355e-48	0.486032443944591	0.764	0.328	5.00159845938403e-44	NBL1
BICC1	4.23563447076206e-48	0.399140975492908	0.521	0.132	5.59866164345329e-44	BICC1
WISP2	6.55377092688702e-48	0.672847880078546	0.606	0.188	8.66277441115926e-44	WISP2
RGS3	2.76738559637375e-47	0.448592483194129	0.409	0.106	3.65793028128682e-43	RGS3
RPL31	5.08627903393537e-47	-0.551051642734544	0.985	0.998	6.72304362705578e-43	RPL31
RPL21	5.9792663126959e-47	-0.500350899960668	1	1	7.90339421212144e-43	RPL21
NFIB	7.54262975414983e-47	0.520846227135778	0.749	0.336	9.96984800903525e-43	NFIB
RPL38	1.46383320456057e-46	-0.548331436081898	0.954	0.987	1.93489472978816e-42	RPL38
RPS6	1.87207280850774e-46	-0.606806076894811	1	0.999	2.47450583828553e-42	RPS6
RPL23	1.95462496934051e-46	-0.549803441972542	0.846	0.965	2.58362328447429e-42	RPL23
RPL37A	2.36257814047398e-46	-0.466877488686134	0.992	0.998	3.1228557860785e-42	RPL37A
RPS15A	3.41613494011174e-46	-0.62029085903571	0.996	0.998	4.51544716383969e-42	RPS15A
S100A13	5.30737018405379e-46	0.498492872283561	0.788	0.359	7.01528190928229e-42	S100A13
TPT1	7.37409377306374e-46	-0.566513031901069	0.996	0.998	9.74707714923565e-42	TPT1
RPL13	8.89109349516181e-46	-0.52938615555724	1	1	1.17522473819049e-41	RPL13
RPL37	1.68850493681148e-45	-0.546590532448544	0.985	0.993	2.23186582547741e-41	RPL37
RPS25	1.93441363778688e-45	-0.50682850176632	0.981	0.999	2.55690794642669e-41	RPS25
EFEMP2	1.59517276052708e-44	0.396787501498248	0.664	0.241	2.10849935486469e-40	EFEMP2
ACKR4	2.0960852316675e-44	0.308351028591692	0.286	0.032	2.7706054592181e-40	ACKR4
SRGN	2.19484754342422e-44	-1.42727383359964	0.17	0.548	2.90114948289813e-40	SRGN
NFIX	5.88704252903129e-44	0.33603110019508	0.405	0.086	7.78149281487355e-40	NFIX
TAGLN2	6.76430652512703e-44	0.530887060844993	0.915	0.725	8.94106036491291e-40	TAGLN2
CDO1	7.65234481086606e-44	0.364587153613252	0.405	0.082	1.01148693710028e-39	CDO1
RPL36A	1.4541010377825e-43	-0.690677955655826	0.822	0.943	1.92203075174091e-39	RPL36A
RPL18	2.25052082224438e-43	-0.497979793324803	0.973	0.995	2.97473842284262e-39	RPL18
RPL13A	2.98071365353991e-43	-0.482289101556801	1	1	3.93990730724906e-39	RPL13A
GALNT15	2.98847768324376e-43	0.424364608113686	0.355	0.067	3.9501698017116e-39	GALNT15
AKAP12	3.06694231697001e-43	0.48998333241001	0.625	0.223	4.05388435457095e-39	AKAP12
RPS27A	3.40548847108315e-43	-0.534086676166067	1	0.999	4.50137466107771e-39	RPS27A
DAAM1	4.61610924886583e-43	0.463902422165994	0.622	0.224	6.10157320515086e-39	DAAM1
MT-CO1	1.14198561006582e-42	-0.771522512490191	0.965	0.993	1.509476579385e-38	MT-CO1
NNMT	1.20547258720001e-42	0.515971102496897	0.934	0.562	1.59339366576098e-38	NNMT
RPS20	1.85523209323703e-42	-0.495106593551192	0.977	0.992	2.45224578084071e-38	RPS20
RPS23	1.89454191175007e-42	-0.525772345166188	0.992	0.999	2.50420549895124e-38	RPS23
RPL29	2.92665322498761e-42	-0.490882890228256	0.981	0.993	3.86845023278862e-38	RPL29
RPL9	3.27881555544435e-42	-0.461527885158878	0.996	0.998	4.33393840118635e-38	RPL9
LAPTM4A	5.09497401380771e-42	0.440897227847461	0.985	0.868	6.73453665145103e-38	LAPTM4A
UGDH	7.8723939310234e-42	0.437808069592481	0.544	0.176	1.04057302980267e-37	UGDH
EMP3	2.48944077452306e-41	0.595991299971238	0.842	0.533	3.29054281576457e-37	EMP3
FBN1	3.72218127930033e-41	0.383339831314487	0.49	0.132	4.91997921497918e-37	FBN1
RPL15	4.71934298831179e-41	-0.444576736486652	1	1	6.23802756195052e-37	RPL15
FAM114A1	5.45077758332996e-41	0.381340885154756	0.521	0.173	7.20483780964554e-37	FAM114A1
LDHA	1.10925644169056e-40	0.445422237151212	0.965	0.841	1.46621516462658e-36	LDHA
RPLP1	1.57295114656771e-40	-0.513702892639448	1	1	2.0791268255332e-36	RPLP1
ANXA1	1.96213537710207e-40	0.46666408679416	0.973	0.767	2.59355054145351e-36	ANXA1
VIM	2.92265890080581e-40	0.53222998445448	1	0.984	3.86317053508513e-36	VIM
CKB	6.23522383566669e-40	0.520701012056794	0.544	0.175	8.24171886598423e-36	CKB
MEDAG	7.22139503193146e-40	0.396037726801033	0.444	0.111	9.545239953207e-36	MEDAG
LAPTM5	8.59250896303833e-40	-0.967675852399989	0.015	0.337	1.13575783473441e-35	LAPTM5
RPS4X	9.50182468894708e-40	-0.535140071551897	0.996	0.998	1.25595118738502e-35	RPS4X
HAPLN1	1.01500018079534e-39	0.318211050193359	0.278	0.039	1.34162723897528e-35	HAPLN1
CRISPLD1	1.04838312622816e-39	0.325069519665637	0.425	0.1	1.38575281624838e-35	CRISPLD1
RPL34	1.22417897482151e-39	-0.540585339552566	1	1	1.61811976891907e-35	RPL34
RTN4	1.57007581129939e-39	0.433635800012725	0.954	0.727	2.07532620737554e-35	RTN4
FEZ1	1.78059761807522e-39	0.390613576611686	0.533	0.176	2.35359393157183e-35	FEZ1
RPL32	2.12700859854725e-39	-0.52206560760388	1	1	2.81147996555976e-35	RPL32
PODN	2.19434882252266e-39	0.457842434433805	0.548	0.175	2.90049027361045e-35	PODN
PTGIR	2.99896385404642e-39	0.330466768446121	0.467	0.124	3.96403042227856e-35	PTGIR
CPE	6.70935831191746e-39	0.570889380463486	0.811	0.413	8.8684298166925e-35	CPE
IGF1	7.27283704982841e-39	0.488429612948657	0.498	0.144	9.61323601246319e-35	IGF1
RPL6	1.40876028406556e-38	-0.430532901899813	0.969	0.996	1.86209934347786e-34	RPL6
CERCAM	1.75547935836077e-38	0.360934121958613	0.486	0.143	2.32039261588126e-34	CERCAM
RPL7A	2.65997606381664e-38	-0.441708324787026	0.969	0.996	3.51595636115283e-34	RPL7A
LMNA	2.69272378726175e-38	0.474492185488208	0.958	0.704	3.55924230200259e-34	LMNA
KDELR2	4.88267557430408e-38	0.423026464055965	0.842	0.492	6.45392057411514e-34	KDELR2
MAP1A	6.27433919190392e-38	0.325404201872796	0.398	0.096	8.2934215438586e-34	MAP1A
CCPG1	6.27753471354319e-38	0.395085588011082	0.649	0.283	8.29764538436139e-34	CCPG1
ELN	7.29421000348945e-38	0.390634632346216	0.575	0.203	9.64148678261235e-34	ELN
FKBP10	1.03306711812905e-37	0.383415972193679	0.579	0.208	1.36550811674298e-33	FKBP10
RPL39	1.4775044882503e-37	-0.6455740893238	0.988	0.997	1.95296543256924e-33	RPL39
FAU	1.81512257651053e-37	-0.428789218346835	0.981	0.997	2.39922902163162e-33	FAU
RPL14	1.92819997770656e-37	-0.42534009098454	0.988	0.997	2.54869473053252e-33	RPL14
RPS12	1.98099982206237e-37	-0.554455240775863	0.996	0.998	2.61848556480204e-33	RPS12
BCAM	3.29115249504647e-37	-0.628316886584355	0.008	0.304	4.35024536795243e-33	BCAM
MFGE8	3.58623673567384e-37	0.335286755990401	0.857	0.468	4.74028771721369e-33	MFGE8
NFIC	4.24712730321626e-37	0.394237776662214	0.703	0.326	5.61385286939126e-33	NFIC
EDIL3	5.33194626840958e-37	0.31629530308175	0.44	0.116	7.04776657758378e-33	EDIL3
RARRES1	6.32904102226935e-37	0.46331336224187	0.529	0.178	8.36572642323563e-33	RARRES1
VKORC1	6.74162548014345e-37	0.417307130668442	0.753	0.409	8.91108055965361e-33	VKORC1
RPS17	7.15121058981058e-37	-0.462996445036192	1	0.998	9.45247015761163e-33	RPS17
P4HA2	8.16223793492897e-37	0.325418133664293	0.39	0.105	1.07888461023891e-32	P4HA2
NUCB2	8.71753668472677e-37	0.415374382556539	0.699	0.312	1.15228399898718e-32	NUCB2
RPLP2	1.09368797078395e-36	-0.525890880530161	1	0.999	1.44563675978223e-32	RPLP2
MRC2	1.22825424033492e-36	0.312987541385173	0.386	0.088	1.6235064548747e-32	MRC2
CRISPLD2	1.93338290094812e-36	0.512804828260784	0.506	0.158	2.55554551847322e-32	CRISPLD2
LGALS3BP	2.86679307054224e-36	0.471144978496718	0.73	0.349	3.78932708064273e-32	LGALS3BP
RPL27	4.80698283373637e-36	-0.446284968736143	0.973	0.986	6.35386990963274e-32	RPL27
NDUFA4L2	6.07629693357913e-36	0.400234060305575	0.598	0.228	8.03164928680489e-32	NDUFA4L2
COL14A1	7.10386745120112e-36	0.410062869638429	0.498	0.161	9.38989199699764e-32	COL14A1
ARF4	9.36129387792019e-36	0.432862908488439	0.78	0.484	1.23737582478349e-31	ARF4
RPL35A	1.26861978556986e-35	-0.446367478422906	1	0.999	1.67686163256624e-31	RPL35A
FGFR1	1.41991679566815e-35	0.355411198873164	0.587	0.22	1.87684602051415e-31	FGFR1
LARP6	1.43497785595706e-35	0.361079751494086	0.506	0.164	1.89675373000404e-31	LARP6
ATP5G2	1.64875679418347e-35	-0.501516942568168	0.521	0.784	2.1793267305517e-31	ATP5G2
LGALS1	1.70913675429998e-35	0.439349891520571	0.996	0.871	2.25913696183371e-31	LGALS1
OLFML3	1.84722398058027e-35	0.327411575421064	0.49	0.154	2.441660657531e-31	OLFML3
MT-CO3	2.23783633738008e-35	-0.535843804215425	0.977	0.99	2.95797207074898e-31	MT-CO3
AXL	3.69081425516367e-35	0.428034879503452	0.633	0.261	4.87851828247534e-31	AXL
GMFG	5.24208346344574e-35	-0.507629840649898	0.031	0.341	6.92898592198258e-31	GMFG
RPS27	6.96637088998323e-35	-0.592424071897419	1	1	9.20814904237984e-31	RPS27
SCPEP1	1.06805938831253e-34	0.410277345804455	0.707	0.341	1.41176089947151e-30	SCPEP1
FXYD1	1.28935720313547e-34	0.418205350378809	0.764	0.379	1.70427235110447e-30	FXYD1
NFE2L2	1.89452606760616e-34	0.437042029819904	0.792	0.464	2.50418455616183e-30	NFE2L2
SCRG1	1.92221253850727e-34	0.325646314586758	0.371	0.085	2.54078053339891e-30	SCRG1
CP	2.29342594983639e-34	0.411328781615629	0.436	0.121	3.03145042049374e-30	CP
ANXA4	2.38373197581159e-34	0.374743560464466	0.606	0.278	3.15081692562775e-30	ANXA4
GABARAPL2	3.60261946564449e-34	0.407947038866438	0.838	0.576	4.76194240968889e-30	GABARAPL2
SMIM14	7.50429137709271e-34	0.353762628239214	0.602	0.241	9.91917234224115e-30	SMIM14
RPS21	8.1890881233634e-34	-0.549625891909299	0.923	0.97	1.08243366814617e-29	RPS21
ITM2A	1.19981866445775e-33	0.473379689896854	0.734	0.354	1.58592031068025e-29	ITM2A
RPL8	1.4998076667363e-33	-0.390241778728612	0.996	0.999	1.98244577389204e-29	RPL8
ANGPTL1	1.80860604651855e-33	0.327659548586128	0.39	0.098	2.39061547228822e-29	ANGPTL1
SPARCL1	1.84186235015295e-33	0.367067205325846	0.985	0.737	2.43457365443217e-29	SPARCL1
GPNMB	2.75120694924415e-33	0.388978466852408	0.637	0.268	3.63654534551091e-29	GPNMB
SFRP2	3.4177672132058e-33	0.736853371914118	0.409	0.11	4.51760470241543e-29	SFRP2
FAM3C	3.65668340343731e-33	0.374234429342247	0.668	0.313	4.83340412266343e-29	FAM3C
RPS24	5.77609272442555e-33	-0.475258202900309	0.988	0.995	7.6348393631457e-29	RPS24
PIGT	9.50781665947101e-33	0.371413891570544	0.66	0.322	1.25674320604888e-28	PIGT
MAP1B	9.8152934806919e-33	0.251502549806762	0.649	0.298	1.29738549227785e-28	MAP1B
RPS9	3.27705417296129e-32	-0.404370195571804	0.988	0.998	4.33161020582023e-28	RPS9
TMEM43	3.43394000326598e-32	0.350569573146179	0.598	0.255	4.53898189631697e-28	TMEM43
EEF1B2	8.32563229956942e-32	-0.528612401047159	0.745	0.889	1.10048207735709e-27	EEF1B2
COL6A3	1.03843115182366e-31	0.346695532111577	0.44	0.132	1.37259829648051e-27	COL6A3
GAS7	1.04920948116759e-31	0.282123761792764	0.382	0.098	1.38684509220732e-27	GAS7
OAT	1.14087867554974e-31	0.365474016089914	0.641	0.292	1.50801343334164e-27	OAT
FHL2	1.16199942654602e-31	0.419216804611929	0.463	0.154	1.53593084200853e-27	FHL2
ADD3	1.73735399488131e-31	0.322767192506154	0.552	0.209	2.29643451043412e-27	ADD3
RPL36	1.73897753675029e-31	-0.473688922739357	0.996	0.998	2.29858050807653e-27	RPL36
PLD3	2.11463691578141e-31	0.350793698377257	0.795	0.436	2.79512707527987e-27	PLD3
RPS5	2.14343861839671e-31	-0.433440362006325	0.977	0.995	2.83319716579678e-27	RPS5
PPDPF	2.80573106250961e-31	0.385988362241981	0.973	0.825	3.70861531842521e-27	PPDPF
RPL3	7.50005217766088e-31	-0.442384968739841	1	1	9.91356896843215e-27	RPL3
RPL5	8.3779433718803e-31	-0.429568602612306	0.985	0.993	1.10739655489514e-26	RPL5
NENF	1.10971366330248e-30	0.389926500604126	0.792	0.486	1.46681952015322e-26	NENF
NUPR1	1.3048633860482e-30	0.424066354621922	0.822	0.475	1.72476842367852e-26	NUPR1
TFPI	1.4879429831819e-30	0.326089562527385	0.707	0.346	1.96676303516984e-26	TFPI
TIMP2	2.08203024583076e-30	0.375677778161498	0.637	0.286	2.75202757893909e-26	TIMP2
PDIA3	2.20007737152686e-30	0.374921727991824	0.923	0.733	2.9080622696842e-26	PDIA3
DBN1	2.20730654131662e-30	0.368479287212812	0.44	0.164	2.91761778631231e-26	DBN1
MYADM	2.87322296064168e-30	0.377063706543472	0.637	0.291	3.79782610937617e-26	MYADM
SOD3	2.99576062185533e-30	0.348964062952874	0.78	0.427	3.95979638996838e-26	SOD3
ESAM	3.27323529597806e-30	-0.465740585229037	0.023	0.294	4.3265624142238e-26	ESAM
TINAGL1	5.27138937679311e-30	-0.736801402672621	0.062	0.361	6.96772247824513e-26	TINAGL1
CYB5R3	6.19798076599686e-30	0.394069587137568	0.811	0.488	8.19249097649465e-26	CYB5R3
CXCR4	6.68809123690704e-30	-0.84988313563763	0.019	0.276	8.84031899694372e-26	CXCR4
RPL10A	7.56975687138269e-30	-0.405017229508261	0.996	0.998	1.00057046325936e-25	RPL10A
SCARA3	9.68811894204862e-30	0.284679840735954	0.309	0.081	1.28057556175999e-25	SCARA3
CYP27A1	1.33904315402176e-29	0.269290188604127	0.444	0.143	1.76994724098597e-25	CYP27A1
LRP1	2.02414336293472e-29	0.364203133125934	0.618	0.271	2.67551269712711e-25	LRP1
TPM2	2.44211882180593e-29	-1.00277719654254	0.664	0.492	3.22799265866308e-25	TPM2
PLS3	3.01317492197181e-29	0.270916432713477	0.699	0.353	3.98281461186234e-25	PLS3
CORO1A	3.13435815798304e-29	-0.562427246647394	0.015	0.267	4.14299461322199e-25	CORO1A
MYOC	3.55398962075862e-29	0.414800670760024	0.39	0.114	4.69766348071875e-25	MYOC
UAP1	4.02665776502058e-29	0.381968777171222	0.568	0.232	5.3224362338042e-25	UAP1
RECQL	8.61832429941185e-29	0.305971809104674	0.459	0.191	1.13917010589626e-24	RECQL
RPL10	1.02786088089923e-28	-0.35569259949155	1	1	1.3586265123726e-24	RPL10
RPS8	1.03404750619416e-28	-0.41377020287003	1	0.999	1.36680399368744e-24	RPS8
RPL7	1.08285760713334e-28	-0.373317632191754	1	0.999	1.43132118510885e-24	RPL7
COL15A1	1.13564633319683e-28	0.343025803222615	0.444	0.151	1.50109732321957e-24	COL15A1
LOX	1.18067686317417e-28	0.256975585436199	0.328	0.078	1.56061867774362e-24	LOX
CTTN	1.41722600758055e-28	0.351638581373072	0.591	0.26	1.87328933681997e-24	CTTN
