p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
RASIP1	2.40292748001857e-65	0.713080100156871	0.535	0.038	3.17618954308855e-61	RASIP1
MALL	1.07839981548434e-64	0.591666892425748	0.521	0.037	1.4254288761072e-60	MALL
GIMAP6	2.2175902780531e-64	0.751266632776819	0.59	0.056	2.93121082953059e-60	GIMAP6
TMSB10	2.61324273430156e-64	0.97453067327727	0.993	0.783	3.4541842461998e-60	TMSB10
APLP2	4.81339802151594e-64	0.726331348502341	1	0.854	6.36234950483977e-60	APLP2
FKBP1A	5.64635681645037e-64	0.675506207282247	1	0.935	7.46335443998409e-60	FKBP1A
EMP3	6.73623535720155e-63	-1.03870664925113	0.507	0.913	8.90395589514901e-59	EMP3
ARL4A	8.06295583884724e-63	0.764420097820636	0.743	0.408	1.06576150277883e-58	ARL4A
GPR182	2.43352308302704e-62	0.398918138471255	0.382	0.012	3.21663081114515e-58	GPR182
LY6E	7.24800288454087e-62	0.959213082013435	1	0.472	9.58041021278613e-58	LY6E
IL7	1.26692400375936e-60	0.433401753120878	0.368	0.016	1.67462014816912e-56	IL7
S100A10	1.37060899980576e-60	0.91374523627261	0.986	0.746	1.81167097594326e-56	S100A10
CRACR2B	2.55017514089041e-60	0.68985441282532	0.681	0.155	3.37082150122894e-56	CRACR2B
PROS1	3.01642200312248e-60	0.635387346696202	0.653	0.337	3.98710660372729e-56	PROS1
S1PR1	4.29114532287797e-60	0.664617198898694	0.569	0.057	5.6720358877801e-56	S1PR1
LMO2	1.08821939889878e-58	0.852203820334945	0.653	0.117	1.43840840146441e-54	LMO2
PALM	4.72499148224445e-58	0.573729737300407	0.535	0.183	6.24549374123071e-54	PALM
SEMA6A	4.82992724501169e-58	0.504993752733674	0.451	0.032	6.38419783245645e-54	SEMA6A
YES1	9.64616245827998e-58	0.618184757884732	0.486	0.082	1.27502975373545e-53	YES1
ARHGAP29	2.45092029855339e-57	0.597536565188505	0.507	0.105	3.23962645062788e-53	ARHGAP29
TSHZ2	1.97951547692071e-56	0.827355266868127	0.722	0.168	2.6165235573938e-52	TSHZ2
SPTLC2	5.22318050972802e-56	0.581546965845986	0.514	0.159	6.9039999977585e-52	SPTLC2
CD9	2.25945124233803e-55	0.789469685026292	1	0.945	2.9865426521224e-51	CD9
SPARC	3.35569702859627e-55	-1.7333355004334	0.861	0.947	4.43556033239855e-51	SPARC
SLC45A3	1.71578168907645e-54	0.534452843610926	0.465	0.061	2.26792023662125e-50	SLC45A3
DAPK2	4.18455927045879e-54	0.694903687171753	0.542	0.131	5.53115044369243e-50	DAPK2
PTGIS	1.31890826229958e-53	-1.15818602222661	0.583	0.873	1.74333294110759e-49	PTGIS
RARRES2	3.64978252059692e-53	-1.22227366084441	0.556	0.847	4.82428253572501e-49	RARRES2
STAB1	4.36466299398227e-53	0.794454355005274	0.549	0.066	5.76921154544576e-49	STAB1
MYCT1	2.83546418778289e-52	0.457238434090026	0.41	0.025	3.74791656341143e-48	MYCT1
RASSF9	1.73812108575495e-51	0.369004494427024	0.326	0.011	2.2974484511509e-47	RASSF9
FAM174B	4.42799189504662e-51	0.548536898590079	0.424	0.035	5.85291968687262e-47	FAM174B
CARHSP1	1.59588440584582e-50	0.626016810580782	0.674	0.291	2.10944000764701e-46	CARHSP1
ANXA2	2.14725658149441e-50	0.755742720941946	0.979	0.861	2.83824374941931e-46	ANXA2
SPNS2	2.39012143073048e-50	0.40470030109168	0.319	0.012	3.15926250713955e-46	SPNS2
TPM4	1.04322212429387e-49	0.694871133627335	0.979	0.765	1.37893100389164e-45	TPM4
AFAP1L1	2.23625844852158e-49	0.462296888444959	0.417	0.029	2.95588641725582e-45	AFAP1L1
ABHD17B	3.30346289757167e-49	0.506169448726225	0.562	0.184	4.36651725801024e-45	ABHD17B
PTN	3.6290348801079e-49	1.43205360824139	0.597	0.146	4.79685830452662e-45	PTN
ACKR2	9.23964352721592e-49	0.39117465685521	0.312	0.011	1.2212960814274e-44	ACKR2
LHFP	1.08817876896489e-48	-0.950381528121241	0.528	0.86	1.4383546968178e-44	LHFP
TCN2	2.4284309017095e-48	0.692346273636341	0.715	0.313	3.20989996587961e-44	TCN2
PITPNC1	3.60544216474438e-48	0.590179700212828	0.458	0.062	4.76567345335912e-44	PITPNC1
IFITM3	5.40941861448251e-48	0.841520563884832	1	0.935	7.15016952462298e-44	IFITM3
PRSS23	6.59968347983705e-48	1.0522862149794	0.722	0.387	8.72346162364861e-44	PRSS23
SDC1	1.30824919994353e-47	0.841003170560576	0.521	0.198	1.72924379248535e-43	SDC1
TEK	1.35208894835934e-47	0.52455539942446	0.486	0.052	1.78719117194138e-43	TEK
HOXD9	1.36381153183939e-47	0.267507930361249	0.25	0.004	1.8026860827853e-43	HOXD9
RGS16	2.257447824606e-47	0.829070238991424	0.368	0.023	2.9838945345642e-43	RGS16
RBP1	3.27033408318475e-47	-1.05936937003566	0.562	0.854	4.3227275911536e-43	RBP1
SLC9A3R2	4.3182550733914e-47	0.773541389573871	0.646	0.163	5.70786955600875e-43	SLC9A3R2
SHE	1.19683971473172e-45	0.357042642969212	0.326	0.015	1.58198273493239e-41	SHE
SPTBN1	2.0571639815543e-45	0.706616686403906	0.931	0.619	2.71915935081847e-41	SPTBN1
N4BP3	2.37028660383656e-45	0.419442696173616	0.319	0.028	3.13304483295116e-41	N4BP3
PRKCQ	8.37029520681809e-45	0.269455999728053	0.264	0.006	1.10638562043722e-40	PRKCQ
SOD3	1.25740563292233e-44	-1.18994129785179	0.486	0.83	1.66203876559674e-40	SOD3
NTN1	1.93829890447488e-44	0.585339220619388	0.59	0.228	2.5620434919349e-40	NTN1
ECM1	2.10970660341789e-44	-1.05821264241044	0.535	0.873	2.78861018839777e-40	ECM1
AXL	3.32636122014026e-44	-0.702033083859352	0.007	0.524	4.3967842607814e-40	AXL
COL1A2	5.2927782898073e-44	-1.66787187703705	0.667	0.895	6.99599434346729e-40	COL1A2
HES1	6.15281468967023e-44	1.10990581968814	0.743	0.49	8.13279045680611e-40	HES1
GNAI2	6.80962862174907e-44	0.552099008843327	1	0.921	9.00096711222791e-40	GNAI2
WIPF3	3.77514629409401e-43	0.272910506348367	0.271	0.008	4.98998837153346e-39	WIPF3
SH3GLB2	1.13796304180557e-42	0.432709269909231	0.493	0.252	1.50415954865861e-38	SH3GLB2
PPP3CA	2.52327690989226e-42	0.655514791370736	0.681	0.396	3.33526741949559e-38	PPP3CA
MT-CO2	3.02383815367097e-42	-0.499378936825382	1	0.999	3.99690927152229e-38	MT-CO2
EMID1	3.6485377570557e-42	0.421259067582407	0.299	0.034	4.82263720727623e-38	EMID1
GPIHBP1	8.35147030780557e-42	0.370408124936433	0.333	0.028	1.10389734528574e-37	GPIHBP1
CAV2	9.70883692042814e-42	0.660372901360638	0.757	0.404	1.28331406414219e-37	CAV2
GPX8	1.36900674412678e-41	-0.630430555165167	0.007	0.503	1.80955311438678e-37	GPX8
EDNRB	1.74986460798208e-41	0.61853877575198	0.41	0.04	2.31297103883072e-37	EDNRB
ADGRF5	9.91543497385912e-41	0.407265908124917	0.396	0.039	1.3106221948447e-36	ADGRF5
FAM43A	1.02629288361278e-40	0.566288201715423	0.472	0.086	1.35655393355937e-36	FAM43A
MYZAP	1.0490484798995e-40	0.382467360616076	0.306	0.02	1.38663228073116e-36	MYZAP
SDC2	1.29008093062348e-40	-0.727250757631413	0.042	0.555	1.70522897409811e-36	SDC2
COL6A2	1.39285611920697e-40	-0.757787143972657	0.007	0.495	1.84107721836777e-36	COL6A2
PLVAP	3.22194061880691e-40	0.840038531577394	0.493	0.184	4.25876110993897e-36	PLVAP
EPHB4	3.84801574979621e-40	0.415254461465527	0.375	0.065	5.08630721808063e-36	EPHB4
MARCKS	1.24984579871343e-39	0.726018877358105	0.708	0.261	1.65204617673942e-35	MARCKS
DOCK9	1.63045715168388e-39	0.380413882721346	0.354	0.039	2.15513826309575e-35	DOCK9
TC2N	1.6968965981664e-39	0.265167484608408	0.229	0.006	2.24295792345634e-35	TC2N
PTPN14	2.20731979798072e-39	0.431033053792221	0.424	0.088	2.91763530897092e-35	PTPN14
WFDC1	3.93147886283154e-39	-0.680576419285427	0	0.454	5.19662876089072e-35	WFDC1
JUP	5.29723482954119e-39	0.488986624955121	0.528	0.176	7.00188499768754e-35	JUP
CP	5.62980525041523e-39	0.759652106332175	0.806	0.342	7.44147657999885e-35	CP
PLEC	1.26618890667287e-38	0.507641710835379	0.562	0.307	1.6736484968402e-34	PLEC
PKN3	1.49885789896133e-38	0.285569040166641	0.312	0.019	1.98119037084709e-34	PKN3
CYYR1	1.65944383571154e-38	0.355626812357298	0.319	0.022	2.19345286204351e-34	CYYR1
DCN	1.71924651650861e-38	-2.53079436451009	0.882	0.736	2.27250004552108e-34	DCN
NR2F2	2.0281351696253e-38	0.607611529610294	0.569	0.199	2.68078906721072e-34	NR2F2
MGP	2.81689975880717e-38	-2.14938183409878	0.958	0.975	3.72337810119132e-34	MGP
DDAH1	3.56312237470867e-38	0.45628716493886	0.347	0.036	4.70973515488992e-34	DDAH1
HMCN1	3.95887207235505e-38	0.356220229401825	0.312	0.021	5.2328371052389e-34	HMCN1
ISLR	7.48884392268451e-38	-0.734094568333594	0.021	0.5	9.89875389700439e-34	ISLR
PRKCZ	8.27606509672328e-38	0.327310412434099	0.292	0.029	1.09393028448488e-33	PRKCZ
TSPAN13	8.6011020780434e-38	0.48557128005818	0.465	0.07	1.13689367267578e-33	TSPAN13
SUMO3	2.03882623443632e-37	0.48590628296576	0.667	0.473	2.69492051667792e-33	SUMO3
SCN1B	2.11269841736271e-37	0.569216648169085	0.701	0.407	2.79256476807003e-33	SCN1B
PTHLH	3.41239072495828e-37	0.792521005453371	0.306	0.025	4.51049806024985e-33	PTHLH
PREX2	3.63285684800582e-37	0.495487679125036	0.472	0.097	4.8019101816941e-33	PREX2
CRISPLD2	3.71407044175653e-37	-0.853350524038649	0.014	0.48	4.90925830991378e-33	CRISPLD2
OLFML2B	4.7690505455567e-37	-0.614278093939085	0.007	0.466	6.30373101111684e-33	OLFML2B
PTPRE	4.82004174556692e-37	0.413698986681311	0.403	0.046	6.37113117929036e-33	PTPRE
PPIA	5.72533828530934e-37	0.495741295902534	1	0.999	7.56775214552189e-33	PPIA
DMTN	8.95377414077535e-37	0.389113601849988	0.34	0.053	1.18350986592769e-32	DMTN
LOXL1	1.17354951189444e-36	-0.78470759948933	0.069	0.56	1.55119774482207e-32	LOXL1
UTRN	3.95377822323354e-36	0.503454713965003	0.569	0.285	5.2261040554701e-32	UTRN
RALGPS2	4.79748313185619e-36	0.296515421414833	0.271	0.015	6.34131320368752e-32	RALGPS2
TXNIP	4.9505269914146e-36	0.717212059045532	0.681	0.344	6.54360657725182e-32	TXNIP
ITGB5	7.62355886933005e-36	-0.797571795916285	0.278	0.719	1.00768201134805e-31	ITGB5
TAGLN	8.06920015618053e-36	-2.63296903909304	0.701	0.734	1.06658687664394e-31	TAGLN
USHBP1	8.34450265885883e-36	0.318980504580888	0.278	0.015	1.10297636144796e-31	USHBP1
ADAMTS2	8.43677321274745e-36	-0.775881233733844	0.014	0.469	1.11517268326096e-31	ADAMTS2
ADAM10	2.17765381563648e-35	0.475154177066077	0.528	0.149	2.87842281350829e-31	ADAM10
SNHG18	3.25315110076119e-35	-0.795109151381612	0.306	0.717	4.30001512498614e-31	SNHG18
SOX18	3.48598606710986e-35	0.2752900744514	0.25	0.011	4.60777638350582e-31	SOX18
COL3A1	3.6191919742758e-35	-1.57387116671997	0.66	0.862	4.78384795159775e-31	COL3A1
GIMAP1	4.22845708601664e-35	0.343874171032697	0.34	0.031	5.5891745762968e-31	GIMAP1
ABLIM2	4.3090973180914e-35	0.268737673397444	0.222	0.008	5.69576483505322e-31	ABLIM2
CLIC1	6.30999404670316e-35	0.550942289054826	0.958	0.821	8.34055013093224e-31	CLIC1
SERINC3	7.2082547533237e-35	0.591581850405827	0.944	0.724	9.52787113294327e-31	SERINC3
MFSD4	9.65907658358174e-35	0.27860282884647	0.236	0.029	1.27673674281783e-30	MFSD4
GSTM2	1.28336436404526e-34	-0.600802355923699	0.007	0.443	1.69635101639503e-30	GSTM2
ARAP3	1.32759308116476e-34	0.270224258314716	0.243	0.011	1.75481253468358e-30	ARAP3
ABCG2	4.3991268471446e-34	0.476682006830438	0.41	0.089	5.81476586655573e-30	ABCG2
SMAD1	4.79670688729675e-34	0.465834394314089	0.507	0.195	6.34028716362885e-30	SMAD1
PLXDC2	6.01603328444195e-34	-0.601927571181556	0.021	0.469	7.95199279537536e-30	PLXDC2
TGFBR2	6.09807072714787e-34	0.532034520279882	0.625	0.294	8.06042988714405e-30	TGFBR2
TSPAN9	6.16531561082018e-34	0.37394740434856	0.361	0.1	8.14931417438211e-30	TSPAN9
CD81	8.25632246360973e-34	-0.527948956348003	0.986	0.988	1.09132070323993e-29	CD81
HSPB7	9.27442267091669e-34	-0.777518613573905	0	0.405	1.22589318864177e-29	HSPB7
RBMS1	9.50066895631416e-34	0.52655314811724	0.708	0.449	1.25579842264561e-29	RBMS1
NDRG2	1.13204629843203e-33	-0.715388272433607	0.083	0.558	1.49633879726746e-29	NDRG2
FOXP1	1.25791465273517e-33	0.515491546062292	0.694	0.486	1.66271158798535e-29	FOXP1
AKAP13	1.44809827033739e-33	0.514882188084682	0.632	0.471	1.91409629373196e-29	AKAP13
CDC42EP5	2.38443279116899e-33	0.421623923327385	0.451	0.217	3.15174326336717e-29	CDC42EP5
HTRA1	2.38822671302684e-33	-0.867429742039255	0.306	0.715	3.15675806927888e-29	HTRA1
LIMS1	2.3943859528871e-33	0.46837034559232	0.66	0.383	3.16489935252616e-29	LIMS1
GSTM1	2.86349706619611e-33	-0.859180240463776	0.771	0.844	3.78497042209802e-29	GSTM1
ATP1A2	4.71045525650544e-33	-0.569913608814981	0.007	0.428	6.22627975804889e-29	ATP1A2
WNK1	8.70963967407768e-33	0.526224650202263	0.778	0.479	1.15124017211959e-28	WNK1
MYL9	1.31291154436357e-32	-2.25364053287186	0.674	0.718	1.73540647933976e-28	MYL9
SEMA3F	1.42660877669762e-32	0.425867202445286	0.375	0.091	1.88569148103892e-28	SEMA3F
SBDS	1.56115171186173e-32	0.476417504630685	0.715	0.461	2.06353033273884e-28	SBDS
CDA	1.7717975518102e-32	0.366146914137638	0.312	0.032	2.34196200398272e-28	CDA
OGN	1.82644726430022e-32	-1.10079290729817	0.354	0.686	2.41419799395203e-28	OGN
SERPINH1	1.85213611991644e-32	-0.741331154032083	0.91	0.921	2.44815352330555e-28	SERPINH1
S100A11	1.96816625807118e-32	0.537262433011269	1	0.97	2.60152215991848e-28	S100A11
GPC6	2.24361798431291e-32	-0.504359575119023	0	0.392	2.9656142516648e-28	GPC6
LDHB	3.8466207497431e-32	-0.557483318532907	0.014	0.436	5.08446330701043e-28	LDHB
PRRT4	8.67955745745493e-32	0.27619780917908	0.257	0.015	1.14726390472639e-27	PRRT4
CST3	9.19686161396939e-32	-1.35470597058925	1	1	1.21564116813447e-27	CST3
STBD1	9.47792129940621e-32	-0.607328340896189	0	0.385	1.25279163735551e-27	STBD1
CLIC5	1.39907962645323e-31	0.299157091801289	0.271	0.018	1.84930345024588e-27	CLIC5
MFAP4	1.45838572578096e-31	-1.42869965466444	0.472	0.704	1.92769425233728e-27	MFAP4
UBE2G2	1.76443396144067e-31	0.401407717846519	0.507	0.237	2.33222881023228e-27	UBE2G2
HOMER3	1.80529691219188e-31	0.328993648157539	0.333	0.116	2.38624145853523e-27	HOMER3
NOS3	3.04698480301379e-31	0.317627890516206	0.285	0.022	4.02750451262362e-27	NOS3
ANK3	3.7716269392911e-31	0.335076341641857	0.243	0.014	4.98533648835498e-27	ANK3
RAMP1	4.17210178815849e-31	-0.820999251572957	0.014	0.422	5.5146841435879e-27	RAMP1
RAB34	5.36175806485343e-31	-0.482993784843825	0.014	0.426	7.08717181012326e-27	RAB34
TPM2	5.39107286354607e-31	-2.03410717758287	0.639	0.727	7.1259201110352e-27	TPM2
ACTA2	5.48833583367265e-31	-3.15705027506379	0.736	0.81	7.25448230494851e-27	ACTA2
SH2D3C	5.85051816265161e-31	0.297936055756807	0.257	0.017	7.73321490739289e-27	SH2D3C
EHD1	7.74924217371535e-31	0.52843667197184	0.653	0.37	1.02429483052169e-26	EHD1
CRYAB	8.72556026198165e-31	-0.798182033081649	0.34	0.716	1.15334455542873e-26	CRYAB
MEOX1	1.06455881198543e-30	0.419297091559337	0.493	0.106	1.40713383768234e-26	MEOX1
LUM	1.61587095257864e-30	-2.02749381153648	0.688	0.671	2.13585822511844e-26	LUM
FAM46A	3.01246035191036e-30	-0.52700613139174	0	0.37	3.98187009315511e-26	FAM46A
SLCO2A1	3.54963922040645e-30	0.518732240136259	0.417	0.077	4.69191312153325e-26	SLCO2A1
ST3GAL6	4.2404591515219e-30	0.476422092319775	0.507	0.147	5.60503890648165e-26	ST3GAL6
COL1A1	4.32842456025331e-30	-1.68957738768512	0.618	0.836	5.72131158374283e-26	COL1A1
FHL1	5.31660956659178e-30	-0.949444360150138	0.757	0.82	7.02749452512102e-26	FHL1
SH3BGR	6.57455045320856e-30	-0.775936598256443	0	0.367	8.69024078905108e-26	SH3BGR
SLCO3A1	6.83666356434427e-30	0.441358654805818	0.479	0.212	9.03670189935026e-26	SLCO3A1
PDLIM2	8.94728040681051e-30	-0.59526605991228	0.035	0.459	1.18265152417221e-25	PDLIM2
CNN1	2.82867043585739e-29	-1.49645377328094	0.361	0.552	3.7389365821163e-25	CNN1
TSPAN12	3.30231543780579e-29	0.415624616211595	0.41	0.082	4.36500054569169e-25	TSPAN12
SMYD2	3.48822032281749e-29	0.366026751371565	0.396	0.133	4.61072962270016e-25	SMYD2
CPE	3.81261869387592e-29	-1.05421742589398	0.785	0.845	5.03951938956519e-25	CPE
MYH11	8.35209526996151e-29	-1.36193568727158	0.34	0.541	1.10397995278351e-24	MYH11
LRP1	8.52901060500383e-29	-0.814521259837234	0.236	0.635	1.12736462176941e-24	LRP1
HHEX	9.17904196532776e-29	0.283271001326078	0.257	0.019	1.21328576697702e-24	HHEX
CAV1	9.61130133311382e-29	0.623139439055382	0.847	0.47	1.27042181021098e-24	CAV1
B3GNT8	1.18486647918647e-28	0.382632813958611	0.368	0.079	1.56615651218868e-24	B3GNT8
MT-CO3	1.49630125992243e-28	-0.409701509327101	1	1	1.97781100536547e-24	MT-CO3
PGM1	1.55979226848474e-28	0.336276760749363	0.347	0.073	2.06173342048313e-24	PGM1
SYNPO2	1.97291049987494e-28	-0.596618733849813	0	0.352	2.6077930987347e-24	SYNPO2
GIMAP5	2.0106408124555e-28	0.260447030484177	0.257	0.019	2.65766502590368e-24	GIMAP5
IFITM2	3.62483783385247e-28	0.54166524065918	1	0.982	4.7913106487862e-24	IFITM2
TIMP3	3.88438252646768e-28	0.541452874037215	1	0.865	5.13437682348498e-24	TIMP3
PPP2R5A	5.07234855874492e-28	0.361965786283127	0.438	0.194	6.70463032494904e-24	PPP2R5A
TPM1	5.30551309454487e-28	-1.27375688983194	0.701	0.768	7.0128272083694e-24	TPM1
PRKCH	5.50407121928175e-28	0.364432606707772	0.299	0.033	7.27528133764662e-24	PRKCH
BMPR1A	6.65463850390603e-28	-0.385995547453733	0	0.346	8.79610117446299e-24	BMPR1A
GATA2	7.11935572375661e-28	0.31397682007776	0.306	0.034	9.41036439566148e-24	GATA2
PDE3A	9.13903201412649e-28	-0.425687126666154	0	0.345	1.20799725162724e-23	PDE3A
FBXL22	1.00900699074892e-27	-0.847595246622999	0	0.344	1.33370544037193e-23	FBXL22
ITGBL1	1.16421230250794e-27	-0.606050315950307	0.014	0.394	1.53885582145499e-23	ITGBL1
CLEC1A	1.42970414792305e-27	0.264399820597197	0.257	0.021	1.88978294272469e-23	CLEC1A
LMOD1	3.18922243320006e-27	-1.05781317315224	0.264	0.549	4.21551421220384e-23	LMOD1
CYB5A	3.27144678108535e-27	0.472682847505157	0.931	0.759	4.32419835523862e-23	CYB5A
MT-ATP6	3.39752741116366e-27	-0.389436604967412	1	1	4.49085173207613e-23	MT-ATP6
UGCG	6.14912223029128e-27	0.323178291917933	0.271	0.077	8.12790976399902e-23	UGCG
COL6A1	1.00888429505439e-26	-0.757047917782571	0.174	0.589	1.3335432612029e-22	COL6A1
OXCT1	1.17525663207143e-26	-0.665541128145991	0.188	0.587	1.55345421627201e-22	OXCT1
